Arrêt Code Long;Arrêt;Commune;Pays;CodeDidoc;Coordonnées;Actif
POCH01;Port Choiseul;VERSOIX;CH;8593190;46.288486, 6.165682;Y
VIDO02;Vidollet;GENÈVE;CH;8592921;46.217014, 6.135742;Y
POEM00;Thoiry-Pôle Emploi;THOIRY;FR;1401809;46.237686, 6.011397;Y
VIDO03;Vidollet;GENÈVE;CH;8592921;46.217644, 6.13561;Y
POMI99;Le Pommier;LE GRAND-SACONNEX;CH;8592945;46.493847, 6.136055;N
VIDO98;Vidollet;GENÈVE;CH;8592921;46.216808, 6.137527;N
PONT01;Pontets;LANCY;CH;8592992;46.172905, 6.123508;Y
VIHH00;Vich-Poste;VAUD;CH;8501857;46.425507, 6.25436;N
PONT02;Pontets;LANCY;CH;8592992;46.172977, 6.123286;Y
VIHU01;Victor-Hugo;SAINT-GENIS-POUILLY;FR;;46.248653, 6.030869;N
PONT03;Pontets;LANCY;CH;8592992;46.173267, 6.123551;Y
VILL00;Villereuse;GENÈVE;CH;8592924;46.2006, 6.158743;Y
PORT00;Place du Port;GENÈVE;CH;;46.203453, 6.150798;N
VILL01;Villereuse;GENÈVE;CH;8592924;46.200729, 6.158274;Y
POSSY01;Possy;LUCINGES;FR;;46.194271, 6.314754;N
VIPA00;Neydens-Centre de Loisirs;NEYDENS;FR;1400941;46.122818, 6.095708;N
POST00;Poste;GENÈVE;CH;8592888;46.213413, 6.141322;Y
VIPA01;Neydens-Centre de Loisirs;NEYDENS;FR;1400941;46.120621, 6.09492;N
POST01;Poste;GENÈVE;CH;8592888;46.212582, 6.141096;Y
VIRY00;Viry Chef-Lieu;VIRY;FR;1401842;46.118038, 6.037102;N
POST98;Poste;GENÈVE;CH;8592888;46.213634, 6.139453;N
VIRY01;Viry Chef-Lieu;VIRY;FR;1401842;46.117893, 6.037119;N
POTI00;Pottière;VILLE-LA-GRAND;FR;8595992;46.1996, 6.257248;N
VIRY02;Viry Chef-Lieu;VIRY;FR;1401842;46.118435, 6.038347;N
PPLA01;Ornex-Prénépla;ORNEX;FR;1401769;46.269913, 6.098278;Y
VIUS00;Vieusseux;GENÈVE;CH;8592922;46.21497, 6.125409;Y
PPLI00;Peupliers;GAILLARD;FR;8505136;46.189575, 6.209404;N
VLAI00;Valais;GENÈVE;CH;8592916;46.216778, 6.141333;Y
PR4700;Grand-Saconnex, P+R;LE GRAND-SACONNEX;CH;8592949;46.239716, 6.123386;Y
VLLA00;Villars;HERMANCE;CH;8592958;46.292812, 6.240831;Y
PR4702;Aéroport-P47;LE GRAND-SACONNEX;CH;8592949;46.242447, 6.121097;N
VLON00;Vallon;CHÊNE-BOUGERIES;CH;8592701;46.191925, 6.181915;Y
PRAR00;Prairie;ANNEMASSE;FR;8595844;46.19611, 6.251715;N
VLRS00;Velours;GENÈVE;CH;8592918;46.189404, 6.167284;Y
PRAR01;Prairie;ANNEMASSE;FR;8595844;46.196281, 6.251931;N
VLRS01;Velours;GENÈVE;CH;8592918;46.190228, 6.166979;Y
PRBE04;Bernex-P+R;BERNEX;CH;8592660;46.178345, 6.083162;Y
VOIR00;Voirets;LANCY;CH;8592998;46.174538, 6.115258;N
PRBE05;Bernex-P+R;BERNEX;CH;8592660;46.178696, 6.085679;N
VOIR01;Voirets;LANCY;CH;8592998;46.174046, 6.114364;N
PRBE08;Bernex-P+R;BERNEX;CH;8592660;46.179291, 6.083095;N
VOIT01;Voituriers;MEYRIN;CH;;46.224159, 6.076124;N
PRBEST;Bernex-P+R (Stationnement);BERNEX;CH;8592660;46.178921, 6.085063;N
VOLL00;Vollandes;GENÈVE;CH;8592925;46.205387, 6.160341;Y
PRCA00;Presinge, Hameau de Cara;PRESINGE;CH;;46.206844, 6.250036;N
VOLL02;Vollandes;GENÈVE;CH;8592925;46.206139, 6.159054;Y
PRCE03;Prévessin-CERN;PRÉVESSIN-MOËNS;FR;1401782;46.258636, 6.056012;N
VPIS00;Château Bleu;ANNEMASSE;FR;8595760;46.190144, 6.235755;N
PRCH00;Parc du Château;PRÉVESSIN-MOËNS;FR;;;N
VRAR01;Veyrier-Argousiers;VEYRIER;CH;8508120;46.167065, 6.172379;N
PRCH01;Parc du Château;PRÉVESSIN-MOËNS;FR;;;N
VRAS03;Veyrier-Rasses;VEYRIER;CH;8593211;46.166065, 6.178025;N
PREC01;Pregnin, école;SAINT-GENIS-POUILLY;FR;1402497;46.266346, 6.039003;Y
VRBE02;Varembé;GENÈVE;CH;8592917;46.221046, 6.140117;Y
PREV00;Prévessin-Moëns-Mairie;PRÉVESSIN-MOËNS;FR;1401005;46.254574, 6.081095;Y
VREC00;Veyrier-Ecole;VEYRIER;CH;8587906;46.167347, 6.182754;Y
PREV01;Prévessin-Moëns-Mairie;PRÉVESSIN-MOËNS;FR;1401005;46.254467, 6.080942;Y
VRLP00;Vireloup;COLLEX-BOSSY;CH;8592723;46.263828, 6.124736;Y
PRGM02;Meyrin-Gare;MEYRIN;CH;8595029;46.220825, 6.075533;Y
VRLP02;Vireloup;COLLEX-BOSSY;CH;8592723;46.261124, 6.125708;N
PRGR00;Progrès;VERNIER;CH;8593168;46.210739, 6.076201;Y
VRMT01;Vermont;GENÈVE;CH;8592919;46.219387, 6.138276;Y
PRJM00;J Monnet-P+R;ANNEMASSE;FR;8595821;46.182388, 6.246457;N
VRNA00;Vernaz;GAILLARD;FR;8595863;46.183689, 6.200757;N
PRJM01;J Monnet-P+R;ANNEMASSE;FR;8595821;46.182285, 6.246212;N
VRNT00;Vernets;GENÈVE;CH;8592920;46.192818, 6.134428;Y
PRLA01;La Pralay;GENTHOD;CH;8592932;46.268673, 6.158309;Y
VRNT02;Vernets;GENÈVE;CH;8592920;46.192375, 6.134987;N
PRMO01;Pré-Monnard;LANCY;CH;8592993;46.186668, 6.116323;Y
VROT00;Veyrot;MEYRIN;CH;8593025;46.226906, 6.06138;Y
PRPA01;P+R Planche;MEYRIN;CH;;46.23159, 6.06497;N
VRTC00;Gex-Vertes Campagnes;GEX;FR;1402568;46.326164, 6.055165;Y
PRPI00;Pré-Picot;COLOGNY;CH;8507355;46.203819, 6.175538;Y
VRTC01;Gex-Vertes Campagnes;GEX;FR;1402568;46.326389, 6.055172;Y
PRPI99;Pré-Picot;COLOGNY;CH;8507355;46.206444, 6.175514;N
VRVI01;Veyrier-Village;VEYRIER;CH;8593212;46.168518, 6.184501;Y
PRPL02;Prés des Plans;VILLE-LA-GRAND;FR;8595845;46.204243, 6.262228;N
VSIN00;Prévessin;PRÉVESSIN-MOËNS;FR;;46.254593, 6.081017;N
PRPL99;Prés des Plans;VILLE-LA-GRAND;FR;8595845;46.203915, 6.261846;N
VSNA02;Vésenaz-Village;COLLONGE-BELLERIVE;CH;8587097;46.239395, 6.197533;N
PRSM00;Sous-Moulin;THÔNEX;CH;8588310;46.189949, 6.191975;Y
VSNA03;Vésenaz-Village;COLLONGE-BELLERIVE;CH;8587097;46.239361, 6.198091;N
PRSM01;Sous-Moulin;THÔNEX;CH;8588310;46.19054, 6.192519;Y
VSNA99;Vésenaz-Village;COLLONGE-BELLERIVE;CH;8587097;46.23925, 6.197394;N
PRSM02;Sous-Moulin;THÔNEX;CH;8588310;46.190681, 6.192307;Y
VSNX00;Versonnex-Village;VERSONNEX;FR;1402571;46.301231, 6.095157;Y
PRSM03;Sous-Moulin;THÔNEX;CH;8588310;46.18943, 6.191443;Y
VSNX02;Versonnex-Village;VERSONNEX;FR;1402571;46.301201, 6.095638;Y
PRSM04;Sous-Moulin;THÔNEX;CH;8588310;46.189548, 6.191531;Y
VTIL01;Vétraz-Tilleuls;VETRAZ-MONTHOUX;FR;;;N
PRSM05;Sous-Moulin;THÔNEX;CH;8588310;46.190132, 6.191983;Y
VTRN00;Veyrier-Tournettes;VEYRIER;CH;8589097;46.163364, 6.180074;Y
PRSM99;P+R Sous-Moulin;THÔNEX;CH;;46.493847, 6.136055;N
VTRN02;Veyrier-Tournettes;VEYRIER;CH;8589097;46.16317, 6.178836;Y
PRSMST;P+R Sous-Moulin (Stationnment);THÔNEX;CH;8588310;46.19009, 6.192051;N
VUCO02;Vulbens, Collège;VULBENS;FR;1402485;46.104614, 5.958941;N
PRTN03;Printanière;AVULLY;CH;8592629;46.173893, 6.005677;N
VUIL01;Bernex-Vuillonnex;BERNEX;CH;8592665;46.177895, 6.079664;Y
PRUL00;Prulay;MEYRIN;CH;8595031;46.232002, 6.07515;Y
VVIL01;Vert Village;CRANVES-SALES;FR;8595864;46.184349, 6.291101;N
PRVG97;Veigy-Douane;VEIGY-FONCENEX;FR;1401326;46.276424, 6.24675;N
VVRA97;Valavran;BELLEVUE;CH;8592649;46.256302, 6.137116;N
PRVG98;Veigy-Douane;VEIGY-FONCENEX;FR;1401326;46.276623, 6.246739;N
VVRAST;Valavran Stationnement;BELLEVUE;CH;8592649;46.256634, 6.139185;N
PRVI00;Viry P+R;VIRY;FR;1401846;46.130043, 6.03044;Y
VVTS01;Villeventus;VILLE-LA-GRAND;FR;;;N
PRVT00;Préventorium;LANCY;CH;8592994;46.173035, 6.132907;Y
VXAR00;Versoix-Argand;VERSOIX;CH;8593182;46.285938, 6.160719;Y
PSAC03;Petit-Saconnex;GENÈVE;CH;8592880;46.222775, 6.129675;N
VXAR98;Versoix-Argand;VERSOIX;CH;8593182;46.285976, 6.165874;N
PSAC04;Petit-Saconnex;GENÈVE;CH;8592880;46.222721, 6.129652;N
VXBO01;Versoix-Bourg;VERSOIX;CH;8593191;46.277081, 6.167415;Y
PSAC05;Petit-Saconnex;GENÈVE;CH;8592880;46.223003, 6.130452;N
VXBO98;Versoix-Bourg;VERSOIX;CH;8593191;46.278591, 6.166416;N
PSAC98;Petit-Saconnex;GENÈVE;CH;8592880;46.222664, 6.129699;N
VXGA00;Versoix-Gare;VERSOIX;CH;8587095;46.279648, 6.165382;Y
PSGE01;Presinge-Village;PRESINGE;CH;8587085;46.218754, 6.253502;Y
VXGA98;Versoix-Gare;VERSOIX;CH;8587095;46.279861, 6.167441;N
PSGEST;Presinge-Village (ST);PRESINGE;CH;8587085;46.219833, 6.255333;N
VXLA00;Versoix-Lachenal;VERSOIX;CH;8593181;46.28389, 6.16309;Y
PSLO01;Petit-Saint-Loup;VERSOIX;CH;;46.28236, 6.145138;N
VXLA01;Versoix-Lachenal;VERSOIX;CH;8593181;46.283726, 6.163056;Y
PSON00;Chemin des Pinsons;CHÊNE-BOURG;CH;;46.044125, 6.146775;N
VXSI99;Versoix-La Scie;VERSOIX;CH;8593186;46.276047, 6.167011;N
PSRY00;Passeiry;AVUSY;CH;8592638;46.156109, 6.002954;N
VXST01;Versoix-Stand de tir;VERSOIX;CH;8595664;46.297619, 6.143519;Y
PSRY01;Passeiry;AVUSY;CH;8592638;46.156132, 6.002941;N
VXVV04;Vieux-Valavran;BELLEVUE;CH;8592934;46.259563, 6.14502;N
PSSY00;Peissy;SATIGNY;CH;8587416;46.210621, 6.020063;Y
VYFO00;Valleiry Espace FOL;VALLEIRY;FR;1401812;46.109047, 5.971065;N
PSSY01;Peissy;SATIGNY;CH;8587416;46.210621, 6.020063;N
VYGA00;Valleiry-Gare;VALLEIRY;FR;1401849;46.109364, 5.967796;N
PSTA00;Parc Stagni;CHÊNE-BOUGERIES;CH;8592698;46.195602, 6.186573;Y
VYMA00;Valleiry-Mairie;VALLEIRY;FR;1402574;46.107864, 5.967738;N
PSUD00;Plein-Sud;THÔNEX;CH;8593121;46.20256, 6.219454;Y
WARW01;Warwick / Cristal;GENÈVE;CH;;46.210957, 6.143984;N
PT1800;Site LHC18;PRÉVESSIN-MOËNS;FR;8587918;46.241718, 6.048583;N
WEBR98;Weber;GENÈVE;CH;8592927;46.19651, 6.165363;N
PTAL98;Pont de l'Allondon;DARDAGNY;CH;8506514;46.18515, 6.00828;N
WEND00;Wendt;GENÈVE;CH;8592928;46.210789, 6.127013;Y
PTAR00;Pont-d'Arve;GENÈVE;CH;8592887;46.194984, 6.143445;Y
WIFA01;William-Favre;GENÈVE;CH;;46.044739, 6.143383;N
PTAR01;Pont-d'Arve;GENÈVE;CH;8592887;46.194626, 6.143466;Y
WILS00;Wilson;GENÈVE;CH;;46.214954, 6.149865;N
PTAR02;Pont-d'Arve;GENÈVE;CH;8592887;46.195049, 6.14299;Y
WILS98;Président Wilson;GENÈVE;CH;;46.214176, 6.152129;N
PTET00;Pont d'Étrembières;ETREMBIÈRES;FR;8595841;46.18187, 6.231431;N
XCBRI4;De-Chateaubriand;GENÈVE;CH;8592803;46.219738, 6.15324;N
PTLU01;Petit-Lullier;JUSSY;CH;8507424;46.23296, 6.267946;Y
XMLRD1;Molard;GENÈVE;CH;8592862;46.20467, 6.150186;N
PTOU00;Les Petoux;PUPLINGE;CH;8593086;46.206455, 6.227245;Y
XPLGE3;Genève-Plage;GENÈVE;CH;8587059;46.211502, 6.170448;N
PTVA00;Petit Vallard;GAILLARD;FR;8595836;46.188866, 6.205666;N
XPLGE4;Genève-Plage;GENÈVE;CH;8587059;46.211578, 6.170361;N
PUMA01;Puplinge-Mairie;PUPLINGE;CH;8587086;46.211033, 6.232223;Y
ZIMG01;ZIMEYSA-Gare;MEYRIN;CH;8593011;46.222767, 6.062095;N
PUMA95;Puplinge-Mairie;PUPLINGE;CH;8587086;46.21069, 6.234222;N
ZIMO00;ZIMOGA;VERNIER;CH;8593180;46.220364, 6.075519;N
PUMA99;Puplinge-Mairie;PUPLINGE;CH;8587086;46.211445, 6.232693;N
ZIMO02;ZIMOGA;VERNIER;CH;8593180;46.219757, 6.076727;Y
PVEY00;Petit-Veyrier;VEYRIER;CH;8593207;46.170509, 6.182357;N
ZIMS98;ZIMEYSA;SATIGNY;CH;8595952;46.221531, 6.075538;N
PVEY98;Petit-Veyrier;VEYRIER;CH;8593207;46.170147, 6.182327;N
ZIMW01;ZIMEYSA-Ouest;SATIGNY;CH;8595952;46.220917, 6.052187;Y
PVEY99;Petit-Veyrier;VEYRIER;CH;8593207;46.16761, 6.1828;N
ZIPL00;ZIPLO;PLAN-LES-OUATES;CH;8593073;46.166618, 6.102929;N
PVRT00;Place Verte;VEYRIER;CH;8593209;46.169621, 6.156389;Y
ZIPL01;ZIPLO;PLAN-LES-OUATES;CH;8593073;46.16671, 6.102927;N
PXHA01;Musée Auto;LE GRAND-SACONNEX;CH;;46.235985, 6.115151;N
ZIPL99;ZIPLO;PLAN-LES-OUATES;CH;8593073;46.167, 6.103465;N
PXPH00;Palexpo-Halle 7;LE GRAND-SACONNEX;CH;8592937;46.23595, 6.115815;Y
ZIPLO02;;;CH;;;N
PXPH01;Palexpo-Halle 7;LE GRAND-SACONNEX;CH;8592937;46.234859, 6.116463;Y
ZIPLST;ZIPLO Stationnement;PLAN-LES-OUATES;CH;8593073;46.165016, 6.10193;N
PXPH02;Palexpo-Halle 7;LE GRAND-SACONNEX;CH;8592937;46.236183, 6.115669;N
ZMON01;ZI de Montréal;VILLE-LA-GRAND;FR;8595870;46.20359, 6.277687;N
PXPO00;Palexpo;LE GRAND-SACONNEX;CH;8592950;46.233562, 6.118763;Y
ZOLA00;Émile Zola;ANNEMASSE;FR;8595778;46.196251, 6.231863;N
PXPO02;Palexpo;LE GRAND-SACONNEX;CH;8592950;46.232826, 6.119637;N
PXPO11;Palexpo;LE GRAND-SACONNEX;CH;8592950;46.233494, 6.11813;Y
PXPO97;Palexpo;LE GRAND-SACONNEX;CH;8592950;46.233665, 6.118485;N
PXPO99;Palexpo;LE GRAND-SACONNEX;CH;8592950;46.233421, 6.118739;N
PYMA00;Pregny-Mairie;PREGNY-CHAMBÉSY;CH;8593077;46.237457, 6.14132;Y
PZYM00;Hewlett-Packard;MEYRIN;CH;;46.230934, 6.056301;N
QARO00;Quai du Rhône;GENÈVE;CH;;46.203148, 6.1349;N
QARV01;Queue-d'Arve;GENÈVE;CH;8592891;46.195911, 6.129444;Y
QARV02;Queue-d'Arve;GENÈVE;CH;8592891;46.196304, 6.128191;Y
QUOA00;Les Quoattes;AVUSY;CH;8592637;46.152748, 5.995378;N
RC00;GTR;;CH;;;N
RCPS01;Route de Compois;MEINIER;CH;8593005;46.237583, 6.242617;Y
RCPS99;Rte de Compois;MEINIER;CH;8593005;46.237675, 6.24277;N
RDAY01;Roday;PLAN-LES-OUATES;CH;8593055;46.163288, 6.13911;Y
RECO00;Régiment-de-Conti;VERSOIX;CH;;46.275017, 6.15657;N
REFT00;Le Renfort;AVUSY;CH;8592636;46.144211, 6.009532;N
REFT01;Le Renfort;AVUSY;CH;8592636;46.144375, 6.009334;N
RENF00;Renfile;VERNIER;CH;8593169;46.219173, 6.095535;N
RENF03;Renfile;VERNIER;CH;8593169;46.219883, 6.09614;N
RENN01;Genthod-Rennex;GENTHOD;CH;8503080;46.267551, 6.150345;Y
REPE00;Repentance;COLLONGE-BELLERIVE;CH;8592738;46.255211, 6.223449;Y
REPL00;Résidence La Plaine;DARDAGNY;CH;;46.177662, 5.998131;N
REPL01;Résidence La Plaine;DARDAGNY;CH;;46.177586, 5.998083;N
RESI00;Résistance;ANNEMASSE;FR;8595847;46.196621, 6.255111;N
RESI01;Résistance;ANNEMASSE;FR;8595847;46.196896, 6.253718;N
REVE01;Reverdin;GENÈVE;CH;8592892;46.189941, 6.150402;N
RIEU00;Rieu;GENÈVE;CH;8592894;46.196194, 6.166698;Y
RIEU01;Rieu;GENÈVE;CH;8592894;46.196022, 6.166754;Y
RIEU03;Rieu;GENÈVE;CH;8592894;46.195358, 6.165486;Y
RIEU99;Rieu;GENÈVE;CH;8592894;46.196877, 6.166669;N
RIGO00;Genève-Sécheron-Gare;GENÈVE;CH;8592895;46.22337, 6.144611;Y
RIVE00;Rive;GENÈVE;CH;8587061;46.201763, 6.15282;Y
RIVE01;Rive;GENÈVE;CH;8587061;46.20155, 6.153603;Y
RIVE02;Rive;GENÈVE;CH;8587061;46.201923, 6.152441;Y
RIVE05;Rive;GENÈVE;CH;8587061;46.2015, 6.153552;Y
RIVE09;Rive;GENÈVE;CH;8587061;46.201645, 6.151813;Y
RIVE11;Rive;GENÈVE;CH;8587061;46.202789, 6.153457;Y
RIVE14;Rive;GENÈVE;CH;8587061;46.202648, 6.15366;N
RIVE95;Rive;GENÈVE;CH;8587061;46.201313, 6.153372;N
RIVE98;Rive;GENÈVE;CH;8587061;46.201443, 6.153061;N
RIVE99;Rive;GENÈVE;CH;8587061;46.20126, 6.153389;N
RIVEST;Rive (Stationnement);GENÈVE;CH;8587061;46.202553, 6.153717;N
RLAC00;Rue du Lac;GENÈVE;CH;8592900;46.203529, 6.157521;Y
ROCH00;Roches;GENÈVE;CH;8592896;46.200039, 6.162488;N
ROCH01;Roches;GENÈVE;CH;8592896;46.200058, 6.161956;N
ROIS00;Rois;GENÈVE;CH;8592897;46.202801, 6.137817;N
ROMA00;Romagny;ANNEMASSE;FR;8595849;46.195702, 6.243031;N
ROME01;Chemin des Romelles;GENTHOD;CH;;46.044125, 6.146775;N
RONE00;Rhône;VETRAZ-MONTHOUX;FR;;46.182697, 6.245025;N
RONE01;Rhône;VETRAZ-MONTHOUX;FR;;46.18256, 6.244096;N
ROSE00;Roseraie;GENÈVE;CH;8592898;46.192745, 6.150494;N
ROSE01;Roseraie;GENÈVE;CH;8592898;46.044125, 6.146775;N
ROSE99;Roseraie;GENÈVE;CH;8592898;46.192265, 6.149685;N
ROTD00;Rotonde;VILLE-LA-GRAND;FR;8595850;46.204166, 6.241381;N
ROUE00;Rouette;CHOULEX;CH;8592719;46.230927, 6.213075;Y
ROUE03;Rouette;COLLONGE-BELLERIVE;CH;8592719;46.230568, 6.213239;N
ROUE98;Rouette;CHOULEX;CH;8592719;46.230671, 6.213378;N
ROUE99;Rouette;CHOULEX;CH;8592719;46.230663, 6.21323;N
RPBO01;Route du Pont-de-Bossy;VERSOIX;CH;;46.307251, 6.12585;N
RPOS01;Le Reposoir;VEYRIER;CH;8593202;46.169327, 6.177982;Y
RSMA00;Collonge-Bellerive, Pré-d'Orsat;COLLONGE-BELLERIVE;CH;8592727;46.256882, 6.207925;Y
RSTO01;Route Soly;FILLINGES;FR;;;N
RTAN00;Route de Taninges;ANNEMASSE;FR;;;N
RTAN01;Route de Taninges;ANNEMASSE;FR;;;N
RTSO00;Route Soly;FILLINGES;FR;;;N
RTTE01;Rochette;ONEX;CH;8593042;46.18243, 6.102463;Y
RUNO00;Russin-Noirettes;RUSSIN;CH;8593090;46.193283, 6.016615;N
RUNO01;Russin-Noirettes;RUSSIN;CH;8593090;46.193222, 6.016552;Y
RUSS00;Russin-Village;RUSSIN;CH;8587087;46.18858, 6.013693;Y
RUSS01;Russin-Village;RUSSIN;CH;8587087;46.188538, 6.013655;Y
S_CAND;Scolaire Candolle;;CH;;46.044125, 6.146775;N
S_COBI;Scolaire Colombières;;CH;8587095;;N
S_FIN;Arrêt scolaire fictif heures fin cours;;CH;;46.044125, 6.146775;N
S_PUPL;Scolaire Puplinge;;CH;;;N
S_RENA;Scolaire Renard;;CH;;;N
S_ROUS;Scolaire Rousseau;;CH;;;N
SAAT00;Sac.-Arve-La Tour;PLAN-LES-OUATES;CH;;46.159988, 6.125024;N
SACO01;Veyrier-Salle communale;VEYRIER;CH;8593212;46.168392, 6.184672;N
SADN00;Sauverny-Douane;VERSOIX;CH;8595670;46.3111, 6.120555;Y
SADN02;Sauverny-Douane;VERSOIX;CH;8595670;46.311733, 6.12074;N
SAGY00;Le Saugy;GENTHOD;CH;8595023;46.2603, 6.157703;N
SAGY01;Le Saugy;GENTHOD;CH;8595023;46.260029, 6.157734;N
SAUS01;Saussac;TROINEX;CH;8593127;46.161636, 6.148471;Y
SAUT03;Hôpital;GENÈVE;CH;8592837;46.194775, 6.149534;N
SAVS01;Savoises;GENÈVE;CH;8592901;46.20097, 6.137809;N
SCEC03;Sainte-Cécile;MEYRIN;CH;8593019;;N
SCHA01;Seuchat;COLLEX-BOSSY;CH;8592722;46.273903, 6.122727;Y
SCLO02;Sainte-Clotilde;GENÈVE;CH;8592908;46.200321, 6.131917;N
SECH03;Sécheron;GENÈVE;CH;8592902;46.220371, 6.149672;N
SEFE01;Sézenove-Ferrand;BERNEX;CH;8595224;46.165386, 6.05479;Y
SEGA01;Sécheron-Gare;GENÈVE;CH;;46.223408, 6.144675;N
SENV00;Sézenove;BERNEX;CH;8587090;46.162239, 6.053096;N
SEUJ00;Seujet;GENÈVE;CH;8592904;46.203949, 6.132179;Y
SEUJ01;Seujet;GENÈVE;CH;8592904;46.203999, 6.132451;Y
SEYM00;Seymaz;CHÊNE-BOUGERIES;CH;8592700;46.206913, 6.201086;Y
SEYM01;Seymaz;CHÊNE-BOUGERIES;CH;8592700;46.206894, 6.201202;Y
SEYM99;Seymaz;CHÊNE-BOUGERIES;CH;8592700;46.206581, 6.198478;N
SEZG01;Sézegnin-Village;AVUSY;CH;8587089;46.144176, 6.011293;Y
SEZG98;Sézegnin-Village;AVUSY;CH;8587089;46.144566, 6.01271;N
SGAN01;Saint-Genis, Allondon Nord;SAINT-GENIS-POUILLY;FR;1402499;46.263676, 6.030537;Y
SGAS00;Saint-Genis, Allondon Sud;SAINT-GENIS-POUILLY;FR;1402500;46.254555, 6.027141;Y
SGBO00;Sergy-Centre;SERGY;FR;1401801;46.252789, 5.999238;Y
SGNY00;Ségny-Centre;SÉGNY;FR;1401800;46.295658, 6.076202;Y
SGPO01;Saint Genis-Pouilly;SAINT-GENIS-POUILLY;FR;;46.254459, 6.035189;N
SGVA00;Saint-Gervais;GENÈVE;CH;;46.205688, 6.142167;N
SHUM01;Saint-Genis-Schuman;SAINT-GENIS-POUILLY;FR;1401793;46.242607, 6.034647;Y
SIBO00;SIBOS;LE GRAND-SACONNEX;CH;;46.232918, 6.119461;N
SIGI00;Sigismond;CAROUGE;CH;;46.044125, 6.146775;N
SIGL01;SIG Lignon;VERNIER;CH;8593171;46.206364, 6.103134;Y
SIGL02;SIG Lignon;VERNIER;CH;8593171;46.044769, 6.1434;N
SIGN00;Signal;VERNIER;CH;8595052;46.220066, 6.085067;Y
SIGN02;Signal;VERNIER;CH;8595052;46.21991, 6.086303;N
SIGN03;Signal;VERNIER;CH;8595052;46.219841, 6.086303;N
SIHH01;SIHH (Palexpo);LE GRAND-SACONNEX;CH;8592950;46.233322, 6.118495;N
SIMO00;Collège Sismondi;GENÈVE;CH;8592905;46.221069, 6.141256;Y
SIMO01;Collège Sismondi;GENÈVE;CH;8592905;46.220943, 6.14161;Y
SION01;Sionnet;JUSSY;CH;8592970;46.233459, 6.250551;Y
SION02;Sionnet;JUSSY;CH;8592970;46.234898, 6.248549;Y
SION98;Sionnet;JUSSY;CH;8592970;46.234886, 6.25138;N
SION99;Sionnet;JUSSY;CH;8592970;46.234516, 6.251143;N
SISM00;Léonard-Sismondi;CHÊNE-BOUGERIES;CH;8592696;46.201317, 6.194966;Y
SISM01;Léonard-Sismondi;CHÊNE-BOUGERIES;CH;8592696;46.201607, 6.195362;Y
SJCE01;Saint-Julien-Centre;SAINT-JULIEN-EN-GENEVOIS;FR;1401233;46.145058, 6.082488;Y
SJDO01;Saint-Julien-Douane;SAINT-JULIEN-EN-GENEVOIS;FR;1401004;46.150677, 6.089028;Y
SJGA0;Saint-Julien-Gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401639;;N
SJGA02;Saint-Julien-Gare;SAINT-JULIEN-EN-GENEVOIS;FR;1401639;46.142345, 6.08584;N
SJHO00;Saint-Julien-Hôpital;SAINT-JULIEN-EN-GENEVOIS;FR;1401640;46.146061, 6.080055;N
SJHU01;Saint-Julien-Hutins;SAINT-JULIEN-EN-GENEVOIS;FR;1401797;46.147873, 6.085693;Y
SJHU99;Saint-Julien-Hutins;SAINT-JULIEN-EN-GENEVOIS;FR;1401797;46.147495, 6.087101;N
SJLH00;Saint-Julien-Lathoy hameau;SAINT-JULIEN-EN-GENEVOIS;FR;1401638;46.141556, 6.104475;N
SJLH01;Saint-Julien-Lathoy hameau;SAINT-JULIEN-EN-GENEVOIS;FR;1401638;46.141319, 6.104312;N
SJMA00;Neydens-Macumba;NEYDENS;FR;;46.124275, 6.093398;N
SJMA01;Neydens-Macumba;NEYDENS;FR;;46.124199, 6.093525;N
SJME00;Saint Julien, Marché;SAINT-JULIEN-EN-GENEVOIS;FR;;46.143959, 6.083336;N
SJRL01;Saint-Julien-Route de Lathoy;SAINT-JULIEN-EN-GENEVOIS;FR;1401798;46.141857, 6.095872;N
SJSN02;Saint-Julien SNCF;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.142185, 6.085639;N
SJSN05;Saint-Julien SNCF;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.14241, 6.086191;N
SJSN06;Saint-Julien SNCF;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.142429, 6.086118;N
SJSN07;Saint-Julien SNCF;SAINT-JULIEN-EN-GENEVOIS;FR;1401852;46.142159, 6.085358;N
SLOU00;Saut-du-Loup;CHÊNE-BOURG;CH;8592715;46.201553, 6.199963;Y
SLSI00;La Salésienne;VEYRIER;CH;8593201;46.168953, 6.180788;Y
SLSI01;La Salésienne;VEYRIER;CH;8593201;46.168873, 6.180544;Y
SLSI02;La Salésienne;VEYRIER;CH;8593201;46.168236, 6.180002;Y
SLSI03;La Salésienne;VEYRIER;CH;8593201;46.1684, 6.180192;Y
SLSI99;La Salésienne;VEYRIER;CH;8593201;46.493847, 6.136055;N
SMAU01;Saint-Maurice;COLLONGE-BELLERIVE;CH;8587433;46.253017, 6.216962;Y
SMAV00;Sézegnin-Mairie d'Avusy;AVUSY;CH;8507432;46.144825, 6.00711;N
SNDT00;Stand;GENÈVE;CH;8592906;46.203705, 6.139869;N
SNDT01;Stand;GENÈVE;CH;8592906;46.203594, 6.141091;N
